"imagefilepath","pred","target","score_0","score_1","score_2","score_3","score_4","score_5","score_6","score_7","score_8","score_9"
"media/images/464896ce7eb3a979a17c.png","7","7","0.0000035293360269861296","5.303676431367421e-8","0.0000036762344279850367","0.00002830288212862797","1.4719182317435298e-8","0.0000027393989512347616","1.6670208324853775e-8","0.9999548196792603","0.0000011600374136833125","0.0000058280324992665555"
"media/images/0ee598812eda42e90807.png","1","1","0.0000035698990359378513","0.9987289309501648","0.0002893061318900436","0.00019568730203900486","0.00008164223982021213","0.000006312226105364971","0.000016952202713582665","0.0005795723991468549","0.00008242865442298353","0.00001557866380608175"
"media/images/443155abd9b8bf114afb.png","0","0","0.9950767159461975","8.710011201173984e-8","0.0004305061011109501","0.000011325953892082907","5.989347329204975e-8","0.004447470419108868","0.0000031341719477495644","0.0000016419797930211644","0.00002754009619820863","0.0000014393924629985122"
"media/images/b987f91e6f29d896a38f.png","5","5","0.00005460118700284511","0.00002941125785582699","0.00007479085616068915","0.028462473303079605","0.00000539767188456608","0.9694166779518127","0.00002848538861144334","0.00003408051998121664","0.0018507657805457711","0.00004332275420892984"
"media/images/307db87e7c8e996290b5.png","9","9","0.0000021379826193879126","0.0000043427326090750284","3.727710140566387e-9","0.00002416658026049845","0.0005164621397852898","0.000004389199148135958","1.3232527962259155e-8","0.002260976703837514","0.000033874352084239945","0.9971535205841064"
"media/images/346ca590afe6cc27c880.png","0","0","0.9992585778236389","2.9515026533921684e-10","1.8811694246778643e-7","1.238622399091227e-10","0.000004475496098166332","0.000001068405026671826","0.0007299382705241442","1.065437587044471e-7","0.000001523711830486718","0.000004072922820341773"
"media/images/d9c3c1231879356f3387.png","3","3","7.677776920900214e-7","0.000001844832013375708","6.00004568696022e-7","0.9991056323051453","6.330217416916639e-8","0.00022152156452648342","6.055293511053605e-7","0.00005512856296263635","0.000011919238204427529","0.0006019260617904365"
"media/images/cf4ad2effc9cca93fa6d.png","2","2","4.4425982537177333e-7","0.00001081032860383857","0.9996925592422485","0.00019219161185901612","5.158590221654435e-10","0.00005652696927427314","6.4258813381457e-8","9.822904445400127e-8","0.00004722050653072074","4.863042946112728e-8"
"media/images/911a0e0bc1393d60ec1b.png","1","1","0.00000793991239333991","0.9966687560081482","0.0015866480534896255","0.0007384318741969764","0.000028629039661609568","0.0003679322253447026","0.00016508782573509961","0.00024377000227104872","0.00011948280734941363","0.00007329760410357267"
"media/images/58eac88cf031dabf9de2.png","5","5","0.00019252020865678787","0.0000016084177332231775","0.000002787641278700903","0.0017258281586691737","0.000004189700575807365","0.9947190284729004","0.00047996852663345635","3.7065044011797e-7","0.002239256864413619","0.0006344252033159137"
"media/images/89550bce12e22b7ce7bd.png","6","6","0.00011321956844767556","2.665304918991751e-7","0.00004173465276835486","0.0000036387568798090797","0.0000010662286058504833","0.000013558034879679326","0.9998237490653992","6.789423423469998e-8","3.533707513270201e-7","0.0000023326074369833805"
"media/images/3f163e8f80c4169610bd.png","0","0","0.9628610014915466","5.113717804761109e-8","0.00010012866550823674","0.000001513804932073981","0.0000014871610574118677","0.0009153151186183095","0.000539565400686115","5.938919684922439e-7","0.03548447787761688","0.00009580841287970543"
"media/images/120f784b5ecb398ed168.png","7","7","2.119803355071781e-8","5.3964694046726436e-8","5.923949402131257e-7","0.0003260133962612599","4.5293994332951115e-8","0.0000010320138699171366","1.119904311508435e-7","0.9996414184570312","1.80264763116611e-7","0.000030481929570669308"
"media/images/275155de18dc8f23525d.png","4","4","0.000014806288163526915","0.0003800191334448755","0.00003731345714186318","0.0015444413293153048","0.9457765817642212","0.002825735602527857","0.00047474700841121376","0.0001677368418313563","0.0008208046201616526","0.04795781150460243"
"media/images/ec2886384392fcef2f6f.png","7","7","0.000007107747478585225","3.368279521964723e-8","0.000021502793970284984","0.000003412807473068824","2.4712049295771976e-8","1.380993239763484e-7","6.378401451456739e-8","0.9999667406082153","1.0215226886600703e-8","9.59254066401627e-7"
"media/images/1e73d88ecfa232c6ba22.png","7","7","1.1794376320040101e-7","0.0001294477842748165","0.00010417970042908564","0.0001386512885801494","0.00007880721386754885","0.000002165918203900219","6.232623377400159e-7","0.9994634985923767","0.000030010822229087353","0.00005243012492428534"
"media/images/04627aef7ad018ac3267.png","7","7","0.000052652449085144326","0.00009668773418525234","0.000012917233107145876","0.0004236539243720472","0.0007299761637113988","0.0005747736431658268","0.000028908776585012674","0.9139086008071899","0.00002326210778846871","0.08414853364229202"
"media/images/cafe966127bc8386706e.png","4","4","1.7773592597691845e-9","1.719905640129582e-8","7.666302037634409e-10","1.6077400744052284e-8","0.9998502731323242","1.0152492535553392e-7","5.5402136212023834e-8","7.256060285953936e-8","0.00014313180872704834","0.000006394639513018774"
"media/images/a367b0602a9ea258916b.png","3","3","0.0000040399768295174","0.00002381699414399918","0.00006234951433725655","0.998724639415741","3.1267964573089557e-7","0.0002626327332109213","2.522129882720492e-8","0.0000029663026452908525","0.0008941480773501098","0.000025051953343790956"
"media/images/448663a8d9eb28331b66.png","4","4","2.3537216975455522e-7","0.000016987823983072303","3.0259300842772063e-7","3.3809817168162226e-9","0.9984700083732605","4.840788392357354e-7","0.00031971579301171005","0.000015547184375463985","0.00012703341781161726","0.0010496332542970777"
"media/images/08020515e0e462c54293.png","6","6","0.0006926382193341851","0.00002088343353534583","0.0030641763005405664","0.000016674925063853152","0.000031460949685424566","0.00008510836778441444","0.9956243634223938","0.0004068134003318846","0.000030682054784847423","0.0000272886645689141"
"media/images/88e3b91c86d25e1c8557.png","9","9","0.0000021272560388752026","0.000009588600732968189","0.000004133699803787749","0.00015057985729072243","0.0007499568746425211","0.00011921915574930608","0.0000034025690638372907","0.003602067707106471","0.0002272105630254373","0.9951317310333252"
"media/images/b3e3cf2774310a943faf.png","8","8","0.00000788327815826051","0.00043117511086165905","0.000059235717344563454","0.0005939569091424346","0.000002892737484216923","0.00004359873855719343","0.000003098237812082516","2.1590346932498505e-7","0.9988467693328857","0.00001130889359046705"
